headers.general.status-code,headers.general.status-message,headers.general.request-url,headers.general.http-request-method,eo.meta.http-request-number,eo.meta.http-request-uuid,eo.meta.http-request-round-id,eo.meta.area,eo.meta.execution-id,eo.meta.request-start-timestamp,eo.meta.request-end-timestamp,eo.meta.http-protocol-version,eo.meta.tls-version,headers.request-headers.accept-language,headers.request-headers.user-agent,headers.request-headers.x-eo-re,headers.response-headers.age,headers.response-headers.cf-ray,headers.response-headers.cache-control,headers.response-headers.connection,headers.response-headers.content-encoding,headers.response-headers.content-type,headers.response-headers.date,headers.response-headers.nel,headers.response-headers.report-to,headers.response-headers.server,headers.response-headers.strict-transport-security,headers.response-headers.transfer-encoding,headers.response-headers.x-content-type-options,headers.response-headers.alt-svc,headers.response-headers.cf-cache-status,headers.response-headers.expires,headers.response-headers.last-modified,headers.response-headers.link,headers.response-headers.pragma,headers.response-headers.vary,headers.response-headers.content-length,waitSeconds,eo.re.eviction-alert,headers.connection,headers.content-type,headers.date,headers.server,headers.transfer-encoding,headers.response-headers.accept-ranges,headers.response-headers.etag
200,OK,https://4649-24.com/core-web-vitals/stabilize-psi-core-web-vitals-boost-revenue/,GET,249,2cc0829d-a42c-4bce-9483-f6934cac923f,1770813569,ap-northeast-1,098eb719-6207-4613-99f5-37c387b0eb48,1770814345,1770814345,HTTP/1.1,unknown: connection_not_found,"ja,ja-JP;q=0.9,en-US;q=0.8,en;q=0.7","Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",aws,2631,9cc3fbb84a2648c0-NRT,"no-store, must-revalidate",keep-alive,zstd,text/html; charset=UTF-8,"Wed, 11 Feb 2026 12:52:25 GMT","{""report_to"":""cf-nel"",""success_fraction"":0.0,""max_age"":604800}","{""group"":""cf-nel"",""max_age"":604800,""endpoints"":[{""url"":""https://a.nel.cloudflare.com/report/v4?s=C6Tg72hqA1PrmHHRAY%2BJMaD882W5kEV3vVCUW6qEbbmz5xafk8ZpkAS3npEwa6Tb1a9vvq0vAbe5Ewb7JIqrpNvq%2B%2Ft4FrLGFnLg""}]}",cloudflare,max-age=31536000; includeSubDomains; preload,chunked,nosniff,"h3="":443""; ma=86400",HIT,0,"Wed, 11 Feb 2026 12:08:33 GMT","<https://4649-24.com/wp-json/>; rel=""https://api.w.org/"", <https://4649-24.com/wp-json/wp/v2/posts/21801>; rel=""alternate""; title=""JSON""; type=""application/json"", <https://4649-24.com/?p=21801>; rel=shortlink",no-cache,Accept-Encoding,0,3.831,✅ SAFE: Cache Active,,,,,,,
200,OK,https://4649-24.com/core-web-vitals/stabilize-psi-core-web-vitals-boost-revenue/,GET,250,a056b49b-cd1e-4970-9d19-4bab8ccb4711,1770813569,Japan East,,1770814349,1770814349,HTTP/1.1,unknown: connection_not_found,"ja,ja-JP;q=0.9,en-US;q=0.8,en;q=0.7","Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",azure,2636,9cc3fbd43dcbe356-NRT,"no-store, must-revalidate",keep-alive,gzip,text/html; charset=UTF-8,"Wed, 11 Feb 2026 12:52:29 GMT","{""report_to"":""cf-nel"",""success_fraction"":0.0,""max_age"":604800}","{""group"":""cf-nel"",""max_age"":604800,""endpoints"":[{""url"":""https://a.nel.cloudflare.com/report/v4?s=yc92ETwFrxT8HWHim9vlPUYI5DNbZJJ6YEudvhk6Aji1SPzHMB5GWvRJgJmcKIEV9cB82cdPmusY8puJt6Ghowv4DcyyNOaJD6h5""}]}",cloudflare,max-age=31536000; includeSubDomains; preload,chunked,nosniff,"h3="":443""; ma=86400",HIT,0,"Wed, 11 Feb 2026 12:08:33 GMT","<https://4649-24.com/wp-json/>; rel=""https://api.w.org/"", <https://4649-24.com/wp-json/wp/v2/posts/21801>; rel=""alternate""; title=""JSON""; type=""application/json"", <https://4649-24.com/?p=21801>; rel=shortlink",no-cache,Accept-Encoding,0,1.615,✅ SAFE: Cache Active,close,application/json,"Wed, 11 Feb 2026 12:52:29 GMT",Kestrel,chunked,,
200,OK,https://4649-24.com/core-web-vitals/rabbitloader-bouncy-vs-nitropack-starter/,GET,251,16a2fa26-122c-4071-b56e-4bac2d2299c6,1770813569,ap-northeast-1,51cc2dd0-bc59-4d13-b3bf-89a2d2d379da,1770814352,1770814352,HTTP/1.1,unknown: connection_not_found,"ja,ja-JP;q=0.9,en-US;q=0.8,en;q=0.7","Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",aws,2631,9cc3fbe20be83ea4-NRT,"no-store, must-revalidate",keep-alive,zstd,text/html; charset=UTF-8,"Wed, 11 Feb 2026 12:52:31 GMT","{""report_to"":""cf-nel"",""success_fraction"":0.0,""max_age"":604800}","{""group"":""cf-nel"",""max_age"":604800,""endpoints"":[{""url"":""https://a.nel.cloudflare.com/report/v4?s=UrdJbcZ%2FOAuZMcMIphtYRZhlTNPp8nijkJdxZYrRCfH%2F7MFWLdAigOw7A3swkUKuf1i41TDQ1mHECj1rriioID1a%2FFrXtfVozYBz""}]}",cloudflare,max-age=31536000; includeSubDomains; preload,chunked,nosniff,"h3="":443""; ma=86400",HIT,0,"Wed, 11 Feb 2026 12:08:40 GMT","<https://4649-24.com/wp-json/>; rel=""https://api.w.org/"", <https://4649-24.com/wp-json/wp/v2/posts/21962>; rel=""alternate""; title=""JSON""; type=""application/json"", <https://4649-24.com/?p=21962>; rel=shortlink",no-cache,Accept-Encoding,0,1.039,✅ SAFE: Cache Active,,,,,,,
200,OK,https://4649-24.com/core-web-vitals/rabbitloader-bouncy-vs-nitropack-starter/,GET,252,014a39da-b6dc-4c6e-8531-86f7c035b7ad,1770813569,Japan East,,1770814353,1770814353,HTTP/1.1,unknown: connection_not_found,"ja,ja-JP;q=0.9,en-US;q=0.8,en;q=0.7","Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",azure,2632,9cc3fbec3c07b200-NRT,"no-store, must-revalidate",keep-alive,gzip,text/html; charset=UTF-8,"Wed, 11 Feb 2026 12:52:33 GMT","{""report_to"":""cf-nel"",""success_fraction"":0.0,""max_age"":604800}","{""group"":""cf-nel"",""max_age"":604800,""endpoints"":[{""url"":""https://a.nel.cloudflare.com/report/v4?s=f59FJa1%2BJvVe5ehf69zhmMPE2VkByem93osm3gTZHZtkRWkFm7QoH7QsBPGwjthQUrSZVkfAxuRHYeWyDxR7Xv2t8HhcH5FKjtGZ""}]}",cloudflare,max-age=31536000; includeSubDomains; preload,chunked,nosniff,"h3="":443""; ma=86400",HIT,0,"Wed, 11 Feb 2026 12:08:40 GMT","<https://4649-24.com/wp-json/>; rel=""https://api.w.org/"", <https://4649-24.com/wp-json/wp/v2/posts/21962>; rel=""alternate""; title=""JSON""; type=""application/json"", <https://4649-24.com/?p=21962>; rel=shortlink",no-cache,Accept-Encoding,0,3.952,✅ SAFE: Cache Active,close,application/json,"Wed, 11 Feb 2026 12:52:33 GMT",Kestrel,chunked,,
200,OK,https://4649-24.com/tag/rabbitloader/,GET,253,a9bd6cc3-ff48-47be-b543-8f1a3b818a25,1770813569,ap-northeast-1,82576050-1544-4a87-be25-f8b96954264d,1770814358,1770814358,HTTP/1.1,unknown: connection_not_found,"ja,ja-JP;q=0.9,en-US;q=0.8,en;q=0.7","Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",aws,2630,9cc3fc089a78e742-NRT,"no-store, must-revalidate",keep-alive,zstd,text/html; charset=UTF-8,"Wed, 11 Feb 2026 12:52:37 GMT","{""report_to"":""cf-nel"",""success_fraction"":0.0,""max_age"":604800}","{""group"":""cf-nel"",""max_age"":604800,""endpoints"":[{""url"":""https://a.nel.cloudflare.com/report/v4?s=1673WhFzQjcF7X43VVdpYZxNbdj08PTYb5ip0G%2BlnvcvMfUMLH5gl9K2C8NkWvvSHyDhglBoJ4ERhO3%2FWnGlaj1HF%2BrZ63C%2FGWik""}]}",cloudflare,max-age=31536000; includeSubDomains; preload,chunked,nosniff,"h3="":443""; ma=86400",HIT,0,"Wed, 11 Feb 2026 12:08:47 GMT","<https://4649-24.com/wp-json/>; rel=""https://api.w.org/"", <https://4649-24.com/wp-json/wp/v2/tags/355>; rel=""alternate""; title=""JSON""; type=""application/json""",no-cache,Accept-Encoding,0,2.582,✅ SAFE: Cache Active,,,,,,,
200,OK,https://4649-24.com/tag/rabbitloader/,GET,254,00e21cc4-7900-402f-927d-b458cda05ab5,1770813569,Japan East,,1770814361,1770814361,HTTP/1.1,unknown: connection_not_found,"ja,ja-JP;q=0.9,en-US;q=0.8,en;q=0.7","Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",azure,2633,9cc3fc1bec68d555-NRT,"no-store, must-revalidate",keep-alive,gzip,text/html; charset=UTF-8,"Wed, 11 Feb 2026 12:52:40 GMT","{""report_to"":""cf-nel"",""success_fraction"":0.0,""max_age"":604800}","{""group"":""cf-nel"",""max_age"":604800,""endpoints"":[{""url"":""https://a.nel.cloudflare.com/report/v4?s=BLf%2FXKt0FrwBoxVVvS5m1oAP0IQXPtL5Mvh1YVG%2BireyYnUklDXExVi79CWTGvu7ThagteQnLsNYW8JJmCnKeSs2dtGcNmMNKAuy""}]}",cloudflare,max-age=31536000; includeSubDomains; preload,chunked,nosniff,"h3="":443""; ma=86400",HIT,0,"Wed, 11 Feb 2026 12:08:47 GMT","<https://4649-24.com/wp-json/>; rel=""https://api.w.org/"", <https://4649-24.com/wp-json/wp/v2/tags/355>; rel=""alternate""; title=""JSON""; type=""application/json""",no-cache,Accept-Encoding,0,2.709,✅ SAFE: Cache Active,close,application/json,"Wed, 11 Feb 2026 12:52:40 GMT",Kestrel,chunked,,
200,OK,https://4649-24.com/core-web-vitals/http-request-to-paint-inp-diagnostics/,GET,255,6e04234b-bb03-4590-81fb-026ed4fae7d5,1770813569,ap-northeast-1,94c66477-2816-4cf2-9bc5-d232e372616e,1770814364,1770814364,HTTP/1.1,unknown: connection_not_found,"ja,ja-JP;q=0.9,en-US;q=0.8,en;q=0.7","Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",aws,2631,9cc3fc308f6ed74b-NRT,"no-store, must-revalidate",keep-alive,zstd,text/html; charset=UTF-8,"Wed, 11 Feb 2026 12:52:44 GMT","{""report_to"":""cf-nel"",""success_fraction"":0.0,""max_age"":604800}","{""group"":""cf-nel"",""max_age"":604800,""endpoints"":[{""url"":""https://a.nel.cloudflare.com/report/v4?s=B2Qk1o9eGUcdMbO7vsNgggYO0mqzuB%2Ft282soyr8IHqb4qIN7D2Nb%2Fzq0J8%2BldIGBN3nESjbvxwyKwJ3KXXcgKUneMseZCZVOa01""}]}",cloudflare,max-age=31536000; includeSubDomains; preload,chunked,nosniff,"h3="":443""; ma=86400",HIT,0,"Wed, 11 Feb 2026 12:08:53 GMT","<https://4649-24.com/wp-json/>; rel=""https://api.w.org/"", <https://4649-24.com/wp-json/wp/v2/posts/22319>; rel=""alternate""; title=""JSON""; type=""application/json"", <https://4649-24.com/?p=22319>; rel=shortlink",no-cache,Accept-Encoding,0,1.342,✅ SAFE: Cache Active,,,,,,,
200,OK,https://4649-24.com/core-web-vitals/http-request-to-paint-inp-diagnostics/,GET,256,d2f90595-c15a-47c3-9413-3647bdd5bf41,1770813569,Japan East,,1770814366,1770814366,HTTP/1.1,unknown: connection_not_found,"ja,ja-JP;q=0.9,en-US;q=0.8,en;q=0.7","Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",azure,2633,9cc3fc3ccfb0cc19-NRT,"no-store, must-revalidate",keep-alive,gzip,text/html; charset=UTF-8,"Wed, 11 Feb 2026 12:52:46 GMT","{""report_to"":""cf-nel"",""success_fraction"":0.0,""max_age"":604800}","{""group"":""cf-nel"",""max_age"":604800,""endpoints"":[{""url"":""https://a.nel.cloudflare.com/report/v4?s=HKo%2F5NlvyE2qrkYUhMSgvJrJGL4QPJadySnbQUlAlsFqgD9RU03D5vezWHde5BqONhI1LMKeY9SWnqlmZM16BH3e%2B3Kc5Ov9ejwA""}]}",cloudflare,max-age=31536000; includeSubDomains; preload,chunked,nosniff,"h3="":443""; ma=86400",HIT,0,"Wed, 11 Feb 2026 12:08:53 GMT","<https://4649-24.com/wp-json/>; rel=""https://api.w.org/"", <https://4649-24.com/wp-json/wp/v2/posts/22319>; rel=""alternate""; title=""JSON""; type=""application/json"", <https://4649-24.com/?p=22319>; rel=shortlink",no-cache,Accept-Encoding,0,2.718,✅ SAFE: Cache Active,close,application/json,"Wed, 11 Feb 2026 12:52:46 GMT",Kestrel,chunked,,
200,OK,https://4649-24.com/tag/inp/,GET,257,3b8fe421-80cd-405f-95ca-885410143dcf,1770813569,ap-northeast-1,b9aaf698-2e4e-4f3f-a0c2-9286b4757ad1,1770814369,1770814370,HTTP/1.1,unknown: connection_not_found,"ja,ja-JP;q=0.9,en-US;q=0.8,en;q=0.7","Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",aws,2628,9cc3fc514e92a442-NRT,"no-store, must-revalidate",keep-alive,zstd,text/html; charset=UTF-8,"Wed, 11 Feb 2026 12:52:49 GMT","{""report_to"":""cf-nel"",""success_fraction"":0.0,""max_age"":604800}","{""group"":""cf-nel"",""max_age"":604800,""endpoints"":[{""url"":""https://a.nel.cloudflare.com/report/v4?s=j0IWjAqFZrQ0%2FUwdP5GvszWPvR6EgBavXd0a2mcAnwHZDXqDtmxzv3%2B9vRmv2JiF78H6Lcs%2F0tyolBLO2RSQlqgG7QJbhrHsXXVu""}]}",cloudflare,max-age=31536000; includeSubDomains; preload,chunked,nosniff,"h3="":443""; ma=86400",HIT,0,"Wed, 11 Feb 2026 12:09:01 GMT","<https://4649-24.com/wp-json/>; rel=""https://api.w.org/"", <https://4649-24.com/wp-json/wp/v2/tags/363>; rel=""alternate""; title=""JSON""; type=""application/json""",no-cache,Accept-Encoding,0,2.327,✅ SAFE: Cache Active,,,,,,,
200,OK,https://4649-24.com/tag/inp/,GET,258,1dab7a36-82ca-414b-bb42-91e66df1d822,1770813569,Japan East,,1770814372,1770814372,HTTP/1.1,unknown: connection_not_found,"ja,ja-JP;q=0.9,en-US;q=0.8,en;q=0.7","Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",azure,2631,9cc3fc638d86b603-NRT,"no-store, must-revalidate",keep-alive,gzip,text/html; charset=UTF-8,"Wed, 11 Feb 2026 12:52:52 GMT","{""report_to"":""cf-nel"",""success_fraction"":0.0,""max_age"":604800}","{""group"":""cf-nel"",""max_age"":604800,""endpoints"":[{""url"":""https://a.nel.cloudflare.com/report/v4?s=MovnoHDt4jNhbX2xdLNOl%2FatoxTle98LnPb2yzQ9LYpYUZPK004TzIBik7PIPQo0jjupW8RVVjn0U8NhIcMUZqhzrZz8aIMyW%2Fy9""}]}",cloudflare,max-age=31536000; includeSubDomains; preload,chunked,nosniff,"h3="":443""; ma=86400",HIT,0,"Wed, 11 Feb 2026 12:09:01 GMT","<https://4649-24.com/wp-json/>; rel=""https://api.w.org/"", <https://4649-24.com/wp-json/wp/v2/tags/363>; rel=""alternate""; title=""JSON""; type=""application/json""",no-cache,Accept-Encoding,0,1.28,✅ SAFE: Cache Active,close,application/json,"Wed, 11 Feb 2026 12:52:52 GMT",Kestrel,chunked,,
200,OK,https://4649-24.com/core-web-vitals/warm-japan-nrt-by-cf-worker/,GET,259,cf3e9692-9cea-4c3d-9513-aac65ae17ecb,1770813569,ap-northeast-1,8a09a7e2-842f-43c5-ab24-f4f0dc266dc7,1770814374,1770814374,HTTP/1.1,unknown: connection_not_found,"ja,ja-JP;q=0.9,en-US;q=0.8,en;q=0.7","Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",aws,39226,9cc3fc6eea2d8067-NRT,"no-store, must-revalidate",keep-alive,zstd,text/html; charset=UTF-8,"Wed, 11 Feb 2026 12:52:54 GMT","{""report_to"":""cf-nel"",""success_fraction"":0.0,""max_age"":604800}","{""group"":""cf-nel"",""max_age"":604800,""endpoints"":[{""url"":""https://a.nel.cloudflare.com/report/v4?s=gItl7i7wWCiFGNWtDuA9PyxjqO2jGEUHesRlwHCM0HjeMEJZE%2F%2FlWK%2FqfYxi037uUlqKNGTmB0qDGMPUPjSvdH%2FE6yfwqrqvh1WI""}]}",cloudflare,max-age=31536000; includeSubDomains; preload,chunked,nosniff,"h3="":443""; ma=86400",HIT,0,"Wed, 11 Feb 2026 01:59:08 GMT","<https://4649-24.com/wp-json/>; rel=""https://api.w.org/"", <https://4649-24.com/wp-json/wp/v2/posts/22413>; rel=""alternate""; title=""JSON""; type=""application/json"", <https://4649-24.com/?p=22413>; rel=shortlink",no-cache,Accept-Encoding,0,2.865,✅ SAFE: Cache Active,,,,,,,
200,OK,https://4649-24.com/core-web-vitals/warm-japan-nrt-by-cf-worker/,GET,260,b0e02f27-b653-44cb-ad6e-c3ba202581a3,1770813569,Japan East,,1770814378,1770814378,HTTP/1.1,unknown: connection_not_found,"ja,ja-JP;q=0.9,en-US;q=0.8,en;q=0.7","Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",azure,39229,9cc3fc8438e4e57d-NRT,"no-store, must-revalidate",keep-alive,gzip,text/html; charset=UTF-8,"Wed, 11 Feb 2026 12:52:57 GMT","{""report_to"":""cf-nel"",""success_fraction"":0.0,""max_age"":604800}","{""group"":""cf-nel"",""max_age"":604800,""endpoints"":[{""url"":""https://a.nel.cloudflare.com/report/v4?s=DCPzQt2yCnEtYcl9a%2BbwD56EZ6wnOQJWZGWsBW6g40tk5LGkY83UsQ4EW%2FtbF2JC8Aw7D%2FL6KRnwI4YygjWMv8ctC1ONAdPK%2BTtB""}]}",cloudflare,max-age=31536000; includeSubDomains; preload,chunked,nosniff,"h3="":443""; ma=86400",HIT,0,"Wed, 11 Feb 2026 01:59:08 GMT","<https://4649-24.com/wp-json/>; rel=""https://api.w.org/"", <https://4649-24.com/wp-json/wp/v2/posts/22413>; rel=""alternate""; title=""JSON""; type=""application/json"", <https://4649-24.com/?p=22413>; rel=shortlink",no-cache,Accept-Encoding,0,3.728,✅ SAFE: Cache Active,close,application/json,"Wed, 11 Feb 2026 12:52:57 GMT",Kestrel,chunked,,
200,OK,https://4649-24.com/wp-content/uploads/2025/11/post-img-warm-japan-nrt-by-cf-worker-fetch.png,GET,261,80335880-aab1-4cda-a44f-251afdbfb504,1770813569,ap-northeast-1,415207be-636a-45ee-8515-88e197f444fa,1770814382,1770814382,HTTP/1.1,unknown: connection_not_found,"ja,ja-JP;q=0.9,en-US;q=0.8,en;q=0.7","Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",aws,2630,9cc3fc9efa81756c-NRT,"public, max-age=31536000, immutable, no-store",keep-alive,,image/png,"Wed, 11 Feb 2026 12:53:01 GMT","{""report_to"":""cf-nel"",""success_fraction"":0.0,""max_age"":604800}","{""group"":""cf-nel"",""max_age"":604800,""endpoints"":[{""url"":""https://a.nel.cloudflare.com/report/v4?s=ZhV3usi7JirdqPPw6MyhK9grsBVazUfDGa2ZYpy2v01qnyhqor%2BhbB4JrSzXwbt7z8YIpLto1foc7XGPA3QTliOMtCUT5KJK1Tf9""}]}",cloudflare,max-age=31536000; includeSubDomains; preload,,nosniff,"h3="":443""; ma=86400",HIT,"Thu, 11 Feb 2027 12:09:11 GMT","Thu, 06 Nov 2025 12:34:11 GMT",,,,43661,3.812,✅ SAFE: Cache Active,,,,,,bytes,"""aa8d-642ec4839b235"""
200,OK,https://4649-24.com/wp-content/uploads/2025/11/post-img-warm-japan-nrt-by-cf-worker-fetch.png,GET,262,c75c1cb4-feea-45fe-b581-66eef1370743,1770813569,Japan East,,1770814386,1770814386,HTTP/1.1,unknown: connection_not_found,"ja,ja-JP;q=0.9,en-US;q=0.8,en;q=0.7","Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",azure,2634,9cc3fcba483e1223-NRT,"public, max-age=31536000, immutable, no-store",keep-alive,,image/png,"Wed, 11 Feb 2026 12:53:06 GMT","{""report_to"":""cf-nel"",""success_fraction"":0.0,""max_age"":604800}","{""group"":""cf-nel"",""max_age"":604800,""endpoints"":[{""url"":""https://a.nel.cloudflare.com/report/v4?s=FwzbHyRfxM09fHw3XRLi%2Fmnvn7%2BTiBs%2BNzW46CC3KKswFafvRDb6Qi9GzShTGxCG2kAM%2FU12%2F4cFHAua7nBXFDaG4v1MiB9TupN7""}]}",cloudflare,max-age=31536000; includeSubDomains; preload,,nosniff,"h3="":443""; ma=86400",HIT,"Thu, 11 Feb 2027 12:09:11 GMT","Thu, 06 Nov 2025 12:34:11 GMT",,,,43661,3.512,✅ SAFE: Cache Active,close,application/json,"Wed, 11 Feb 2026 12:53:06 GMT",Kestrel,chunked,bytes,"""aa8d-642ec4839b235"""
200,OK,https://4649-24.com/core-web-vitals/cf-edge-investigation-for-nitropack-warmup/,GET,263,0a523e49-0add-4c3f-8f46-f1bfe3802c51,1770813569,ap-northeast-1,544be1c4-fea5-4ff2-984c-33946d5d13a3,1770814390,1770814390,HTTP/1.1,unknown: connection_not_found,"ja,ja-JP;q=0.9,en-US;q=0.8,en;q=0.7","Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",aws,2633,9cc3fcd3ef3d184d-NRT,"no-store, must-revalidate",keep-alive,zstd,text/html; charset=UTF-8,"Wed, 11 Feb 2026 12:53:10 GMT","{""report_to"":""cf-nel"",""success_fraction"":0.0,""max_age"":604800}","{""group"":""cf-nel"",""max_age"":604800,""endpoints"":[{""url"":""https://a.nel.cloudflare.com/report/v4?s=g%2BwImc58Rf6Ve5oC5GIqfyfyolUeVZU%2Fv0EgDrUY6lg%2FJ%2BrBQTJqxHR8Yp%2FP7IZhVloNSAAQJeCE3ymkm74M5FqWP3wsqxdMlroL""}]}",cloudflare,max-age=31536000; includeSubDomains; preload,chunked,nosniff,"h3="":443""; ma=86400",HIT,0,"Wed, 11 Feb 2026 12:09:17 GMT","<https://4649-24.com/wp-json/>; rel=""https://api.w.org/"", <https://4649-24.com/wp-json/wp/v2/posts/23332>; rel=""alternate""; title=""JSON""; type=""application/json"", <https://4649-24.com/?p=23332>; rel=shortlink",no-cache,Accept-Encoding,0,2.195,✅ SAFE: Cache Active,,,,,,,
200,OK,https://4649-24.com/core-web-vitals/cf-edge-investigation-for-nitropack-warmup/,GET,264,8d2b56ba-a10c-4658-a4e6-85d2b1631e98,1770813569,Japan East,,1770814393,1770814393,HTTP/1.1,unknown: connection_not_found,"ja,ja-JP;q=0.9,en-US;q=0.8,en;q=0.7","Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",azure,2636,9cc3fce57cfd0ef1-NRT,"no-store, must-revalidate",keep-alive,gzip,text/html; charset=UTF-8,"Wed, 11 Feb 2026 12:53:13 GMT","{""report_to"":""cf-nel"",""success_fraction"":0.0,""max_age"":604800}","{""group"":""cf-nel"",""max_age"":604800,""endpoints"":[{""url"":""https://a.nel.cloudflare.com/report/v4?s=OML3wRZvdlWLVQkWainO9C%2BDWbuXDmcSQZ2UI%2FeRIFaNthhyI91jAMJ%2FABwwbWjKBe1cAi8FkmMawA0xhvAjhrykd99n%2BCAW0sFZ""}]}",cloudflare,max-age=31536000; includeSubDomains; preload,chunked,nosniff,"h3="":443""; ma=86400",HIT,0,"Wed, 11 Feb 2026 12:09:17 GMT","<https://4649-24.com/wp-json/>; rel=""https://api.w.org/"", <https://4649-24.com/wp-json/wp/v2/posts/23332>; rel=""alternate""; title=""JSON""; type=""application/json"", <https://4649-24.com/?p=23332>; rel=shortlink",no-cache,Accept-Encoding,0,1.774,✅ SAFE: Cache Active,close,application/json,"Wed, 11 Feb 2026 12:53:13 GMT",Kestrel,chunked,,
200,OK,https://4649-24.com/core-web-vitals/nitropack-optimization-failed-warning-fix/,GET,265,ad4d8ea4-1264-487d-b42e-38b8f3a6ec00,1770813569,ap-northeast-1,dacb4238-bf28-4d94-bf3a-5c61dfd23564,1770814395,1770814396,HTTP/1.1,unknown: connection_not_found,"ja,ja-JP;q=0.9,en-US;q=0.8,en;q=0.7","Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",aws,2629,9cc3fcf42c1c89d0-NRT,"no-store, must-revalidate",keep-alive,zstd,text/html; charset=UTF-8,"Wed, 11 Feb 2026 12:53:15 GMT","{""report_to"":""cf-nel"",""success_fraction"":0.0,""max_age"":604800}","{""group"":""cf-nel"",""max_age"":604800,""endpoints"":[{""url"":""https://a.nel.cloudflare.com/report/v4?s=AuxpDlR89St9LEIxkfa%2FEoOQ8OwAUcsR6%2F7OZW2fmUzNuOSKc8%2BuGNw8f1HLWzEFCuvo60v7x%2B0cZ38qqs4kry6W8Ll703gBG%2B%2FW""}]}",cloudflare,max-age=31536000; includeSubDomains; preload,chunked,nosniff,"h3="":443""; ma=86400",HIT,0,"Wed, 11 Feb 2026 12:09:26 GMT","<https://4649-24.com/wp-json/>; rel=""https://api.w.org/"", <https://4649-24.com/wp-json/wp/v2/posts/22701>; rel=""alternate""; title=""JSON""; type=""application/json"", <https://4649-24.com/?p=22701>; rel=shortlink",no-cache,Accept-Encoding,0,3.5,✅ SAFE: Cache Active,,,,,,,
